Ticker,Short Name,NI / Profit T12M,SE End Pd LF,EBITDA T12M,EBIT T12M,Total Liab LF,FCF T12M,Tot Assets LF,Market Cap,P/E,Total Return YTD,Revenue T12M,EPS T12M,Tot Debt LF,Fitch Long Term Issuer Default Rating,Curr Liab LF,Curr Assets LF
BIMBOA MM Equity,GRUPO BIMBO-A,11114882048.00,120254472192.00,58983677000.00,34146119000.00,289550691000.00,14335666000.00,409805162000.00,263579482406.37,23.83,3.57,426951694000.00,2.57,192355623000.00,BBB+,90572694000.00,64670734000.00
IEX US Equity,IDEX CORP,483200000.00,4026200064.00,942400000.00,699300000.00,2900800000.00,616800000.00,6927000000.00,14713434369.60,28.44,11.62,3457500000.00,6.42,1848600000.00,BBB+,575400000.00,1643200000.00
HPE US Equity,HEWLETT PACKA,57000000.00,24753999872.00,2854000000.00,-437000000.00,49519000000.00,627000000.00,75906000000.00,28077722421.72,16.30,-12.03,34296000000.00,-0.05,21468928571.43,BBB+,24643000000.00,24994000000.00
ENGI FP Equity,ENGIE,3827000064.00,40830001152.00,12342000000.00,7669000000.00,128419000000.00,-9781000000.00,169249000000.00,65696336497.06,16.77,17.58,71944000000.00,1.57,54568000000.00,BBB+,53829000000.00,58394000000.00
DELL US Equity,DELL TECHN-C,5936000064.00,-2470000128.00,11178000000.00,8149000000.00,102296233951.16,8552000000.00,101286000000.00,98588110736.08,16.24,16.91,113538000000.00,8.84,31503000000.00,BBB+,63269000000.00,57602000000.00
SKFB SS Equity,SKF AB- B SHARES,3927000000.00,55667998720.00,11947000000.00,7872000000.00,50754000000.00,4571000000.00,106422000000.00,103111667684.46,27.36,-3.95,91583000000.00,8.63,16513761286.34,BBB+,25757000000.00,54537000000.00
IG IM Equity,ITALGAS SPA,672178000.00,4165900032.00,1921800000.00,1211100000.00,13461900000.00,-885400000.00,17627800000.00,10356444979.82,14.24,9.51,2329800000.00,0.73,11395520001.04,BBB+,2752300000.00,3050400000.00
T US Equity,AT&T INC,21952999680.00,126491000832.00,50975000000.00,24162000000.00,291706000000.00,19442000000.00,420198000000.00,200496531036.64,14.32,16.65,125648000000.00,3.05,158624000000.00,BBB+,53780000000.00,48732000000.00
CI US Equity,THE CIGNA GROUP,5957000064.00,41713000448.00,11975000000.00,9200000000.00,116045000000.00,8389000000.00,157919000000.00,71582185881.51,2.70,-0.76,274900000000.00,22.30,33298571428.57,BBB+,56342000000.00,47814000000.00
SWKS US Equity,SKYWORKS SOLUTIO,394300000.00,5758900224.00,887100000.00,422700000.00,2109000000.00,1106600000.00,7867900000.00,8241977673.72,14.17,-12.54,4053800000.00,2.61,1192900000.00,BBB+,1295000000.00,3103000000.00
BWA US Equity,BORGWARNER INC,277000000.00,5614000128.00,1300000000.00,536000000.00,8155000000.00,1179000000.00,13769000000.00,10725126182.40,11.64,15.31,14316000000.00,1.27,4057000000.00,BBB+,3282000000.00,6795000000.00
HOLN SW Equity,HOLCIM LTD,13178999552.00,16085999616.00,3349000000.00,2229000000.00,17519000000.00,1726000000.00,33605000000.00,35565770637.10,92.07,-16.41,15724000000.00,23.83,8724000000.00,BBB+,7403000000.00,9805000000.00
SRG IM Equity,SNAM SPA,1270000000.00,9278000128.00,2952000000.00,1813000000.00,18981000000.00,-21000000.00,28259000000.00,21596872678.07,17.15,17.07,3885000000.00,0.38,17509000000.00,BBB+,215000000.00,0.00
PHIA NA Equity,KONINKLIJKE PHIL,895000000.00,10990000128.00,2549000000.00,1424000000.00,15954000000.00,912000000.00,26944000000.00,23649317927.67,26.21,7.14,17834000000.00,0.94,7961000000.00,BBB+,7509000000.00,9932000000.00
SW US Equity,SMURFIT WESTROCK,699000000.00,18353999872.00,4660000000.00,1719000000.00,26163712340.01,1200000000.00,45157000000.00,22464272544.75,17.16,11.80,31179000000.00,1.35,15418000000.00,BBB+,7064000000.00,10439000000.00
MONT BB Equity,MONTEA NV,163256000.00,1894349056.00,185962000.00,185574000.00,1410518185.14,-104511000.00,3261957000.00,1631180943.38,10.28,-0.41,140429000.00,7.09,1279274941.67,BBB+,73712000.00,59446000.00
BEP-U CN Equity,BROOKFIELD RENEW,84000000.00,34973999104.00,3504000000.00,1079000000.00,63727000000.00,-5095000000.00,98701000000.00,27998922171.98,116.16,12.37,6407000000.00,0.26,34892000000.00,BBB+,19440000000.00,10551000000.00
SGRO LN Equity,SEGRO PLC,551000000.00,12273000448.00,570000000.00,553000000.00,5908000000.00,-48000000.00,18181000000.00,9707268643.29,18.58,5.19,734000000.00,0.41,4951000000.00,BBB+,1148000000.00,319000000.00
SCCO US Equity,SOUTHERN COPPER,4334800064.00,11104900096.00,7982900000.00,7001700000.00,10276500000.00,3426800000.00,21381400000.00,151509497077.54,34.60,30.67,13420000000.00,5.20,7413500000.00,BBB+,2145100000.00,8352500000.00
PPG US Equity,PPG INDS INC,1576000000.00,8096999936.00,2867000000.00,2169000000.00,14001000000.00,1163000000.00,22098000000.00,23879315955.00,14.73,4.72,15875000000.00,6.96,7896000000.00,BBB+,4900000000.00,7959000000.00
KEYS US Equity,KEYSIGHT TEC,962000000.00,6205000192.00,1283000000.00,906000000.00,5276000000.00,1342000000.00,11481000000.00,46722424712.85,49.93,34.08,5677000000.00,5.59,2772000000.00,BBB+,1805000000.00,4701000000.00
MCO US Equity,MOODY'S CORP,2459000000.00,4204999936.00,3912000000.00,3351000000.00,11625000000.00,2575000000.00,15830000000.00,84012488883.75,32.49,-7.41,7718000000.00,13.73,7351000000.00,BBB+,2981000000.00,5186000000.00
GATX US Equity,GATX CORP,333300000.00,3635099904.00,1021400000.00,534100000.00,11164287917.76,-683600000.00,17999500000.00,6350240000.00,31.56,5.85,1740400000.00,9.22,12688100000.00,BBB+,437400000.00,5192100000.00
SW FP Equity,SODEXO SA,695000000.00,3799000064.00,1470000000.00,980000000.00,11050000000.00,631000000.00,14849000000.00,6638419080.24,9.44,2.75,24074000000.00,4.76,5443000000.00,BBB+,5838000000.00,6325000000.00
TRP CN Equity,TC ENERGY CORP,3519000000.00,36899000320.00,9638000000.00,6762000000.00,81852000000.00,2060000000.00,118751000000.00,90159109568.64,24.38,14.57,15239000000.00,3.26,60517000000.00,BBB+,9959000000.00,6316000000.00
A US Equity,AGILENT TECH INC,1290000000.00,6908000256.00,1739000000.00,1456000000.00,5905000000.00,993000000.00,12813000000.00,32519048617.19,21.32,-15.29,7065000000.00,4.54,3353000000.00,BBB+,2234000000.00,4615000000.00
288 HK Equity,WH GROUP LTD,1616000000.00,12051000320.00,3282000000.00,2552000000.00,8795000000.00,1872000000.00,20846000000.00,121887085725.00,9.64,9.57,27035000000.00,0.13,4352000000.00,BBB+,4721000000.00,8941000000.00
STLD US Equity,STEEL DYNAMICS,1185595008.00,8930410496.00,2055276000.00,1475986000.00,7489369000.00,501509000.00,16419780000.00,26312092845.61,22.34,7.18,18176581000.00,8.04,3849121666.67,BBB+,2122254000.00,6484171000.00
VNA GR Equity,VONOVIA SE,2798399968.00,26084100096.00,890000000.00,453900000.00,60169700000.00,-639600000.00,91731500000.00,21070810175.59,8.13,4.85,6900100000.00,3.32,43326700000.00,BBB+,8136600000.00,6512000000.00
EQIX US Equity,EQUINIX INC,1350000000.00,14152999936.00,4129000000.00,1848000000.00,25963000000.00,-1394000000.00,40141000000.00,92084518521.60,63.43,22.98,9217000000.00,13.80,22726000000.00,BBB+,3893000000.00,5125000000.00
FDS US Equity,FACTSET RESEARCH,599598000.00,2167884032.00,946568000.00,749039000.00,2054655500.00,647393000.00,4220784000.00,8379609630.33,14.01,-21.77,2360702000.00,15.88,1560034000.00,BBB+,458772000.00,708572000.00
LHX US Equity,L3HARRIS TECHNOL,1606000000.00,19634999296.00,3506000000.00,2110000000.00,21560000000.00,2682000000.00,41195000000.00,68474045778.43,39.35,25.31,21865000000.00,8.57,11228000000.00,BBB+,7226000000.00,8593000000.00
ENELAM CI Equity,ENEL AMERICAS SA,960069984.00,18576713728.00,3874584000.00,2688286000.00,16294367000.00,1142382000.00,34871081000.00,8496567250776.00,10.50,-6.64,14506462000.00,0.01,7145754000.00,BBB+,7737034000.00,6695824000.00
AMCR US Equity,AMCOR PLC,596000000.00,11646999552.00,2384000000.00,1192000000.00,25399000000.00,805000000.00,37046000000.00,19997337463.20,27.73,5.17,19609000000.00,1.53,16019000000.00,BBB+,6578000000.00,8558000000.00
002911 CH Equity,FORAN ENERGY G-A,881157320.00,9594327040.00,1559604916.84,834199778.09,11457652733.49,421968835.55,21051979314.89,19605753172.00,26.82,27.15,32789543012.50,0.56,4517768858.62,BBB+,8188103796.08,8482493556.52
FLT SP Equity,FRASERS LOGISTIC,205073000.00,4268384000.00,295175000.00,295154000.00,3071974000.00,25494000.00,7340358000.00,3549273581.51,17.19,-6.03,471486000.00,0.05,2600407647.80,BBB+,608649000.00,345484000.00
MLT SP Equity,MAPLETREE LOG TR,192545000.00,7066983936.00,492214000.00,485562000.00,6526534000.00,235587000.00,13593518000.00,6133088312.51,36.04,-7.84,711311000.00,0.03,5542280000.00,BBB+,504852000.00,404467000.00
OWL US Equity,BLUE OWL CAPITAL,78833000.00,6054198784.00,889003000.00,456250000.00,6413485000.00,1198284000.00,12467684000.00,15882402002.73,66.98,-32.42,2870178000.00,0.12,3862573000.00,BBB+,688550000.00,888568000.00
ANTO LN Equity,ANTOFAGASTA PLC,1328899968.00,14430400512.00,5069000000.00,3373600000.00,11988000000.00,-376300000.00,26418400000.00,34810599900.45,37.13,14.00,8620300000.00,1.35,7171699400.96,BBB+,2463200000.00,7146800000.00
CNQ CN Equity,CAN NATURAL RES,10820000000.00,44366000128.00,17699000000.00,8315000000.00,47464000000.00,8315000000.00,91830000000.00,131247683573.68,40.48,35.43,38851000000.00,5.18,19723000000.00,BBB+,8063000000.00,7664000000.00
MINT SP Equity,MAPLETREE INDUST,328183000.00,5115873792.00,448576000.00,448534000.00,3003549000.00,297042000.00,8119423000.00,5565664844.60,16.96,-4.79,687030000.00,0.12,2689449000.00,BBB+,916536000.00,130712000.00
AEM CN Equity,AGNICO EAGLE MIN,4461460992.00,24742463488.00,8353536000.00,6708239000.00,9728827000.00,4398913000.00,34471291000.00,150363994756.55,26.48,29.17,11907851000.00,8.88,524080000.00,BBB+,2472206000.00,4993942000.00
LMP LN Equity,LONDONMETRIC PRO,314400000.00,4716000256.00,443400000.00,463500000.00,3252700000.00,24300000.00,7968700000.00,4576281117.80,13.59,6.91,426500000.00,0.15,2594678832.00,BBB+,728500000.00,275100000.00
SWK US Equity,STANLEY BLACK &,401900000.00,9054600192.00,1398300000.00,735800000.00,12189100000.00,687900000.00,21243700000.00,11814191518.32,14.99,2.42,15130400000.00,2.65,6340400000.00,BBB+,5245700000.00,5979000000.00
ROL US Equity,ROLLINS INC,526705000.00,1374321024.00,1010736000.00,726068000.00,1766202000.00,650021000.00,3140523000.00,28038054639.88,51.98,-2.60,3761050000.00,1.09,1038005000.00,BBB+,785525000.00,472682000.00
MHK US Equity,MOHAWK INDS,369900000.00,8378699776.00,1289000000.00,489800000.00,5308600000.00,616200000.00,13687300000.00,6598998638.46,12.06,-1.77,10785400000.00,5.94,2540100000.00,BBB+,2722100000.00,5967100000.00
MO US Equity,ALTRIA GROUP INC,6946999808.00,-3452000000.00,10165000000.00,9899000000.00,38469000000.00,9074000000.00,35017000000.00,111197941766.37,11.12,15.35,20139000000.00,4.11,25709000000.00,BBB+,9154000000.00,5932000000.00
RS US Equity,RELIANCE INC,739400000.00,7179500032.00,1405300000.00,1012700000.00,3098000000.00,502500000.00,10373300000.00,15688633583.02,20.82,5.41,14294300000.00,14.05,1739500000.00,BBB+,848100000.00,4141100000.00
NRP SJ Equity,NEPI ROCKCASTLE,498839008.00,5006336000.00,571836000.00,568629000.00,3944599000.00,309890000.00,8950935000.00,98447780103.80,14.10,-4.43,924166000.00,0.70,3105937000.00,BBB+,501179000.00,440223000.00
AER US Equity,AERCAP HOLDINGS,3750611968.00,18323490816.00,7323164000.00,4675996000.00,53348299000.00,-681174000.00,71671790000.00,22711898046.70,9.33,-5.08,8188952000.00,21.77,43626489000.00,BBB+,5431780000.00,5801009000.00
DLN LN Equity,DERWENT LONDON,161100000.00,3615300096.00,213500000.00,212700000.00,1698400000.00,65200000.00,5313700000.00,1865152330.69,12.19,0.58,388700000.00,1.44,1491040000.02,BBB+,400200000.00,212000000.00
CSU CN Equity,CONSTELLATION SO,666000000.00,4103000064.00,3285875000.00,1873666666.67,11222000000.00,2516651916.49,15165099531.76,62797708510.20,51.18,-10.47,11623000000.00,31.44,2929000000.00,BBB+,5695000000.00,5786000000.00
HMSO LN Equity,HAMMERSON PLC,232100000.00,2094800000.00,86800000.00,84600000.00,1595600000.00,-435800000.00,3931200000.00,1698001255.19,7.36,1.76,154600000.00,0.46,1531000000.00,BBB+,271300000.00,441700000.00
DD US Equity,DUPONT DE NEMOUR,-779000000.00,14103000064.00,1239000000.00,506000000.00,7472000000.00,1079000000.00,21575000000.00,18507893767.82,14.65,13.04,6849000000.00,-1.86,3411000000.00,BBB+,2305000000.00,5575000000.00
FORTUM FH Equity,FORTUM OYJ,765000000.00,8620000256.00,1254000000.00,939000000.00,7824000000.00,341000000.00,16444000000.00,17644706525.70,23.22,8.58,4989000000.00,0.85,4684300411.99,BBB+,2288000000.00,5030000000.00
HOG US Equity,HARLEY-DAVIDSON,338738024.00,3156849920.00,584106000.00,386635000.00,4887965000.00,415243000.00,8044815000.00,2148649315.23,7.36,-5.26,4473175000.00,2.65,3053696000.00,BBB+,2658694000.00,5586949000.00
SN/ LN Equity,SMITH & NEPHEW,625000000.00,5288999936.00,1367000000.00,794000000.00,5168000000.00,852000000.00,10457000000.00,10725603029.10,23.83,3.71,6164000000.00,0.72,3360189285.71,BBB+,1595000000.00,4103000000.00
SUPR LN Equity,SUPERMARKET INCO,61528000.00,1103251968.00,86161000.00,86102000.00,760100000.00,-56625000.00,1750770000.00,1015684935.78,17.02,4.35,114009000.00,0.05,603602000.00,BBB+,42244000.00,222984000.00
ENG PW Equity,ENERGA SA,530000000.00,13767000064.00,3039000000.00,1616000000.00,22462000000.00,-674000000.00,36229000000.00,7676804672.65,14.50,-11.50,21860000000.00,1.28,15633000000.00,BBB+,6171000000.00,5463000000.00
NXPI US Equity,NXP SEMICONDUCTO,2021000000.00,10451000320.00,3945000000.00,3047000000.00,16109000000.00,2423000000.00,26560000000.00,50978254550.30,20.08,-7.06,12269000000.00,7.99,12496000000.00,BBB+,3881000000.00,7940000000.00
PTTEP TB Equity,PTT EXPL & PROD,1830450976.00,16451134464.00,6110753000.00,3198997000.00,13120209000.00,876892000.00,29571343000.00,571677897600.00,9.90,31.86,8562190000.00,0.46,3952613150.42,BBB+,3609186000.00,4941823000.00
IR US Equity,INGERSOLL-RAND I,581400000.00,10154000384.00,1729000000.00,1144600000.00,8143200000.00,1220100000.00,18297200000.00,33847543221.42,33.88,9.12,7650900000.00,1.47,5017500000.00,BBB+,2066300000.00,4248000000.00
WDP BB Equity,WAREHOUSES DE PA,353918000.00,5018201088.00,424968000.00,413519000.00,3896198000.00,-31286000.00,8914399000.00,5459941095.12,15.74,8.77,522132000.00,1.53,3488856419.29,BBB+,416546000.00,86852000.00
